text_id,text
text544,"Inseneride puhul toodi kasvava tähtsusega üldiste oskustena välja meeskonnatöö, võõrkeelte ja suhtlemisoskust, mis on seotud projektipõhise tootmise kasvu ja rahvusvahelise koostööga."
text545,"Kuna üha suurem osa tootmisest on projektipõhine, kus töötajad kuuluvad sageli erinevatesse projektimeeskondadesse või vahetuvad meeskonnaliikmed tihti, siis on järjest vajalikum suhtlemisoskus, meeskonna juhtimise oskus, strateegiline mõtlemine ja keelteoskus."
text546,"Seoses vajadusega kasutada töös võõrkeelseid dokumente ja osaleda välisfirmade poolt korraldatud koolitustel, on järjest suurema tähtsusega ka vähemalt ühe võõrkeele (inglise või saksa) oskus oma eriala piires."
text547,Kasvava ja olulise trendina rõhutati oskust juhtida ettevõtte tööd läbi ettevõtte väärtuste ja võimet töötajaid motiveerida.
text548,Kasvava ja olulise trendina rõhutati oskust juhtida ettevõtte tööd läbi ettevõtte väärtuste ja võimet töötajaid motiveerida.
text549,"Tehnikaalaste teadmiste osas on kasvava tähtsusega uute tehnoloogiate ja materjalide tundmine, läbivalt rõhutati kõikide juhtide puhul aina olulisemaks erialaste IKT-lahenduste tundmist. Viimast peeti eriti tähtsaks otseselt tootmise juhtimisega seotud ametikohtadel."
text550,"Tehnikaalaste teadmiste osas on kasvava tähtsusega uute tehnoloogiate ja materjalide tundmine, läbivalt rõhutati kõikide juhtide puhul aina olulisemaks erialaste IKT-lahenduste tundmist. Viimast peeti eriti tähtsaks otseselt tootmise juhtimisega seotud ametikohtadel."
text551,Valdkonna ja üldiste majandustrendide tundmisel ja mõistmisel on juhtidel samuti arenguruumi ning lisaks trendide tunnetamisele on tarvis juhtidel ka õppida nendega kohanduma ja ettevõtte tegevust majanduse üldiste suundumustega sobitama.
text552,"Seoses tehnoloogia arenguga on keevituses kasvav nõudlus uuemate keevitusmeetodite (nt hõõrdkeevitus, laserkeevitus) valdamise järele ja oluline uus oskus on keevitusrobotitega töötamine."
text553,"Traditsiooniliste keevitusmeetodite (elektroodkeevitus) kõrval, mis annavad keevitajale baasoskused, tuleb enam tähelepanu pöörata uutele keevitusmeetoditele ning töös kasutatavate abivahendite (rakiste) kasutamisele."
text554,"Ka siin leidsid eksperdid, et seoses tehnoloogia arenguga on valdkonnas kasvav nõudlus uuemaid keevitusmeetodeid valdavate töötajate järele ja lähitulevikus kasvab keevitusroboti operaatorite  vajadus."
text555,"Traditsiooniliste keevitusmeetodite (elektroodkeevitus) kõrval, mis annavad toodete ja konstruktsioonide valmistajatele keevitaja baasoskused, tuleb enam tähelepanu pöörata uutele keevitusmeetoditele ning töös kasutatavate abivahendite (rakiste) kasutamisele."
text556,"Lisaks erialastele IKT-oskustele ehk erinevate programmide tundmise ja rakendamise oskusele vajavad arendamist seadmete kiirseadistamise oskused (nt SMED oskused), teadmised uutest lõiketehnoloogiatest ja -instrumentidest, tööriistade ja -pinkide tarvikutest."
text557,Viimistlustehnoloogiad on pidevas arenduses ja viimistlejate puhul on oluline erinevate pinnakatete ja tehnoloogiate tundmine.
text558,"Kasvava tähtsusega üldisteks oskusteks on protsesside, ressursside ja riskide juhtimise oskus, võõrkeelte (eelkõige inglise, saksa, vene keele) valdamine."
text559,"MMT juhtidel jääb ekspertide hinnangul enim puudu oskusest protsesse, ressursse  ja inimesi juhtida."
text560,"Kasvava tähtsusega üldisteks oskusteks on protsesside, ressursside ja riskide juhtimise oskus, võõrkeelte (eelkõige inglise, saksa, vene keele) valdamine."
text561,"MMT juhtidel jääb ekspertide hinnangul enim puudu oskusest protsesse, ressursse  ja inimesi juhtida."
text562,Meistritelt ja töödejuhatajatelt oodatakse erialaste IKT-lahenduste tundmist ja rakendamist ning esmatasandi juhtidena ka oskust personali planeerida ja mõista tootmiskulusid ja nende juhtimist.
text563,"Ettevõtjate hinnangul vajavad selle põhikutseala puhul täiendamist näiteks personali planeerimise, tootmiskulude mõistmise ja juhtimisega seotud teadmised."
text564,"Kasvava tähtsusega üldisteks oskusteks on protsesside, ressursside ja riskide juhtimise oskus, võõrkeelte (eelkõige inglise, saksa, vene keele) valdamine."
text565,Oluliseks peeti üleminekut varem tööstuses levinud pigem autoritaarselt juhtimisstiililt nn kaasavale juhtimisstiilile ning uute müügistrateegiate rakendamise oskust.
text566,"Ettevõtete konkurentsivõime tagamiseks peavad juhid õppima rakendama tööstuses enam levinud juhtimisstrateegiate rakendamist (nt LEAN-juhtimine, erinevad kvaliteedialased süsteemid) ja täiendama ennast finantsjuhtimise põhitõdede vallas."
text567,"Muutused inseneridelt eeldatavatelt erialastelt oskustelt on seotud eelkõige nn neljanda tööstusrevolutsiooni (Industry 4.0) arengutega. Peamiste märksõnadena toodi intervjuudes ja grupitöödes välja üha laienevat robotite kasutamist  tootmises ning erialaste IKT-lahenduste tundmist ja rakendamist. Viimase puhul on oluline, et insenerid ei valdaks mitte ainult joonestus- ja seadmete juhtimisprogramme, vaid tunneks ka ettevõtte infohalduse tarkvarasid (nt PLM – Product Lifecycle Management) ja tootmise juhtimise (nt ERM – Enterprise Risk Management) lahendusi."
text568,"Seoses tehnoloogia arenguga on keevituses kasvav nõudlus uuemate keevitusmeetodite (nt hõõrdkeevitus, laserkeevitus) valdamise järele ja oluline uus oskus on keevitusrobotitega töötamine."
text569,"Traditsiooniliste keevitusmeetodite (elektroodkeevitus) kõrval, mis annavad keevitajale baasoskused, tuleb enam tähelepanu pöörata uutele keevitusmeetoditele ning töös kasutatavate abivahendite (rakiste) kasutamisele."
text570,"Kasvav vajadus on keevitajate järele, kes oskavad opereerida keevitusroboteid."
text571,"Ka siin leidsid eksperdid, et seoses tehnoloogia arenguga on valdkonnas kasvav nõudlus uuemaid keevitusmeetodeid valdavate töötajate järele ja lähitulevikus kasvab keevitusroboti operaatorite  vajadus."
text572,"Traditsiooniliste keevitusmeetodite (elektroodkeevitus) kõrval, mis annavad toodete ja konstruktsioonide valmistajatele keevitaja baasoskused, tuleb enam tähelepanu pöörata uutele keevitusmeetoditele ning töös kasutatavate abivahendite (rakiste) kasutamisele."
text573,Kasvav vajadus on keevitusrobotite operaatorite oskuste järele.
text574,"Valdkonna ettevõtetes toimub üleminek konventsionaalsetelt metallitöö pinkidelt arvjuhtimisega tööpinkidele, mistõttu vajab valdkond üha enam APJ-pinkide seadistamist ja opereerimist  valdavaid oskustöölisi."
text575,"Ekspertide hinnangul ei valda kooli lõpetajad piisaval määral tööstuses kasutatavaid programmeerimiskeeli ja neil puuduvad praktilised oskused, et tulla edukalt toime arvprogrammjuhtimisega seadmetel töötamise ja seadmete seadistamisega."
text576,Seoses tootmise automatiseerimisega tekib ka koostelukkseppadel vajadus õppida opereerima tootmisroboteid.
text577,"Muutused inseneridelt eeldatavatelt erialastelt oskustelt on seotud eelkõige nn neljanda tööstusrevolutsiooni (Industry 4.0) arengutega. Peamiste märksõnadena toodi intervjuudes ja grupitöödes välja üha laienevat robotite kasutamist  tootmises ning erialaste IKT-lahenduste tundmist ja rakendamist. Viimase puhul on oluline, et insenerid ei valdaks mitte ainult joonestus- ja seadmete juhtimisprogramme, vaid tunneks ka ettevõtte infohalduse tarkvarasid (nt PLM – Product Lifecycle Management) ja tootmise juhtimise (nt ERM – Enterprise Risk Management) lahendusi."
text578,"Kuna üha suurem osa tootmisest on projektipõhine, kus töötajad kuuluvad sageli erinevatesse projektimeeskondadesse või vahetuvad meeskonnaliikmed tihti, siis on järjest vajalikum suhtlemisoskus, meeskonna juhtimise oskus, strateegiline mõtlemine ja keelteoskus."
text579,Meistritelt ja töödejuhatajatelt oodatakse erialaste IKT-lahenduste tundmist ja rakendamist ning esmatasandi juhtidena ka oskust personali planeerida ja mõista tootmiskulusid ja nende juhtimist.
text580,"Mehhatroonikud täidavad lisaks hoolduse ja remondiga seotud ülesannetele sageli ka seadmete programmeerimise ja seadistamisega seotud ülesandeid ning seetõttu on nende puhul kasvava tähtsusega robotite seadistamise oskus, erinevate programmeerimiskeelte õppimise kogemus ja nt SMED põhioskuste omandamine "
text581,Hooldustehnikute ja mehhatroonikute arendamist vajavad oskused on seotud erialase IKT ja tehnoloogia arenguga.
text582,Mehaanikute ja lukkseppade töö muutub seoses tehnoloogia arenguga mehhatroonikute tööle üha sarnasemaks ning sellest tingituna on kasvava vajadusega erialased IKT oskused.
text583,"Ettevõtjad otsivad praktilise kogemusega spetsialiste, kes oleks kiiresti muutuvas tehnoloogilises keskkonnas õpi- ja kohanemisvõimelised."
text584,Käsitsitöö asendub üha rohkem tööpinkide jälgimise ja haldamisega. See eeldab oskust mõista ja kasutada levinumaid tootmises kasutatavaid pinkide juhtimise tarkvarasid ja võimekust spetsialiseeruda vajadusel ümber ka tootmisrobotite operaatoriks või seadistajaks.
text585,"Lisaks erialastele IKT-oskustele ehk erinevate programmide tundmise ja rakendamise oskusele vajavad arendamist seadmete kiirseadistamise oskused (nt SMED oskused), teadmised uutest lõiketehnoloogiatest ja -instrumentidest, tööriistade ja -pinkide tarvikutest."
text586,Samuti rõhutati dokumentide koostamise oskust seoses vajadusega koostada nt tootmisjuhendeid ja kvaliteedistandardite lugemise ja mõistmise oskust.
text587,Samuti rõhutati dokumentide koostamise oskust seoses vajadusega koostada nt tootmisjuhendeid ja kvaliteedistandardite lugemise ja mõistmise oskust.
text588,"Praegustel inseneridel napib ekspertide hinnangul kvaliteedistandardite lugemise, mõistmise ja rakendamise oskusi."
text589,Järjest rohkem pannakse rõhku tööohutuse alaste nõuete tundmisele ja järgimisele.
text590,"Järjest enam nõutakse tooteid koostavatel töötajatel n-ö tervikpildi nägemise oskust üksikute töövõtete valdamise asemel, suuremat rõhku pannakse tööohutuse alaste nõuete tundmisele ja järgmisele."
text591,"Varasemast enam pannakse rõhku tööohutuse alaste nõuete tundmisele ja järgimisele, töö efektiivsusele ning tootmisprotsessi laiemale mõistmisele."
text592,Lisaks erialastele oskustele on järjest olulisem tööohutusnõuete mõistmine ja järgimine.
text593,"Jätkuvalt olulised erialased oskused on jooniste, skeemide lugemise ja mõistmise oskus ning montaažioskus; tööohutusalaste nõuete mõistmine ja järgimine."
text594,"Hetkel puuduolevate ja arendamist vajavate oskustena toodi inseneride puhul esile oskust hinnata oma tööd ettevõtja ja juhi perspektiivist, mõista tootmisprotsesse, oskust nendega oma töös arvestada ja strateegiliselt mõelda."
text595,"Hetkel puuduolevate ja arendamist vajavate oskustena toodi inseneride puhul esile oskust hinnata oma tööd ettevõtja ja juhi perspektiivist, mõista tootmisprotsesse, oskust nendega oma töös arvestada ja strateegiliselt mõelda."
text596,Meistritelt ja töödejuhatajatelt oodatakse erialaste IKT-lahenduste tundmist ja rakendamist ning esmatasandi juhtidena ka oskust personali planeerida ja mõista tootmiskulusid ja nende juhtimist.
text597,"Ettevõtjate hinnangul vajavad selle põhikutseala puhul täiendamist näiteks personali planeerimise, tootmiskulude mõistmise ja juhtimisega seotud teadmised."
text598,Tänastel meistritel ja töödejuhatajatel on arenguruumi üldistes tootmise korraldamist ja juhtimist puudutavates küsimustes. 
text599,"Mehhatroonikud täidavad lisaks hoolduse ja remondiga seotud ülesannetele sageli ka seadmete programmeerimise ja seadistamisega seotud ülesandeid ning seetõttu on nende puhul kasvava tähtsusega robotite seadistamise oskus, erinevate programmeerimiskeelte õppimise kogemus ja nt SMED põhioskuste omandamine "
text600,Kasvava tähtsusega on (tööstus)robotite hoolduse ja seadistamise oskused.
text601,"Valdkonna ettevõtetes toimub üleminek konventsionaalsetelt metallitöö pinkidelt arvjuhtimisega tööpinkidele, mistõttu vajab valdkond üha enam APJ-pinkide seadistamist ja opereerimist  valdavaid oskustöölisi."
text602,"Ekspertide hinnangul ei valda kooli lõpetajad piisaval määral tööstuses kasutatavaid programmeerimiskeeli ja neil puuduvad praktilised oskused, et tulla edukalt toime arvprogrammjuhtimisega seadmetel töötamise ja seadmete seadistamisega."
text603,"Lisaks erialastele IKT-oskustele ehk erinevate programmide tundmise ja rakendamise oskusele vajavad arendamist seadmete kiirseadistamise oskused (nt SMED oskused), teadmised uutest lõiketehnoloogiatest ja -instrumentidest, tööriistade ja -pinkide tarvikutest."
text604,"Ettevõtjad otsivad töökogemusega spetsialiste, kes oleks kiiresti muutuvas tehnoloogilises keskkonnas õpi- ja kohanemisvõimelised."
text605,"Ettevõtjad otsivad praktilise kogemusega spetsialiste, kes oleks kiiresti muutuvas tehnoloogilises keskkonnas õpi- ja kohanemisvõimelised."
text606,"Ettevõtjad otsivad töökogemusega spetsialiste, kes oleks kiiresti muutuvas tehnoloogilises keskkonnas õpi- ja kohanemisvõimelised."
text607,"Samas ei kao IKT-oskuste kõrval vajadus n-ö traditsiooniliste oskuste järele, nagu jooniste lugemise ja montaažioskus."
text608,"Ettevõtjate hinnangul vajavad koolilõpetajate puhul arendamist jooniste lugemise, ruumilise mõtlemise ja montaažioskused."
text609,"Ettevõtjate hinnangul vajavad ka siin koolilõpetajate puhul arendamist jooniste lugemise, ruumilise mõtlemise ja montaažioskused."
text610,"Jätkuvalt olulised erialased oskused on jooniste, skeemide lugemise ja mõistmise oskus ning montaažioskus; tööohutusalaste nõuete mõistmine ja järgimine."
text611,Erialastest oskustest vajavad arendamist jooniste lugemise ja montaažioskused.
text612,"Ettevõtjad otsivad töökogemusega spetsialiste, kes oleks kiiresti muutuvas tehnoloogilises keskkonnas õpi- ja kohanemisvõimelised."
text613,"Samas ei kao IKT-oskuste kõrval vajadus n-ö traditsiooniliste oskuste järele, nagu jooniste lugemise ja montaažioskus."
text614,Järjest enam nõutakse keevitajatelt n-ö tervikpildi nägemise oskust ja oskust teha kõrgema kvaliteediga keevisõmblusi.
text615,"Ettevõtjate hinnangul vajavad koolilõpetajate puhul arendamist jooniste lugemise, ruumilise mõtlemise ja montaažioskused."
text616,"Ettevõtjate hinnangul vajavad ka siin koolilõpetajate puhul arendamist jooniste lugemise, ruumilise mõtlemise ja montaažioskused."
text617,"Jätkuvalt olulised erialased oskused on jooniste, skeemide lugemise ja mõistmise oskus ning montaažioskus; tööohutusalaste nõuete mõistmine ja järgimine."
text618,Erialastest oskustest vajavad arendamist jooniste lugemise ja montaažioskused.
text619,"Ettevõtjad otsivad töökogemusega spetsialiste, kes oleks kiiresti muutuvas tehnoloogilises keskkonnas õpi- ja kohanemisvõimelised."
text620,Järjest rohkem pannakse rõhku tööohutuse alaste nõuete tundmisele ja järgimisele.
text621,"Järjest enam nõutakse tooteid koostavatel töötajatel n-ö tervikpildi nägemise oskust üksikute töövõtete valdamise asemel, suuremat rõhku pannakse tööohutuse alaste nõuete tundmisele ja järgmisele."
text622,"Varasemast enam pannakse rõhku tööohutuse alaste nõuete tundmisele ja järgimisele, töö efektiivsusele ning tootmisprotsessi laiemale mõistmisele."
text623,Lisaks erialastele oskustele on järjest olulisem tööohutusnõuete mõistmine ja järgimine.
text624,"Jätkuvalt olulised erialased oskused on jooniste, skeemide lugemise ja mõistmise oskus ning montaažioskus; tööohutusalaste nõuete mõistmine ja järgimine."
text625,"Ettevõtjad otsivad töökogemusega spetsialiste, kes oleks kiiresti muutuvas tehnoloogilises keskkonnas õpi- ja kohanemisvõimelised."
text626,Seoses kasvava projektipõhise tootmise mahuga on ka oskustöötajatel suurenev vajadus osata olla meeskonnajuht ja uute töötajate juhendaja.
text627,Projektipõhise tootmise mahu kasv eeldab ka oskustöötajatelt oskust olla meeskonnajuht ja uute töötajate juhendaja.
text628,Projektipõhise tootmise mahu kasv eeldab ka oskustöötajatelt valmisolekut olla meeskonnajuht ja uute töötajate juhendaja.
text629,"Üldistest oskustest on kasvava olulisusega suhtlemisoskus, sh oskus ja julgus küsida vajadusel juhendamist (täiendavaid selgitusi) ja juhendada uusi töötajaid."
text630,"Ettevõtjad otsivad töökogemusega spetsialiste, kes oleks kiiresti muutuvas tehnoloogilises keskkonnas õpi- ja kohanemisvõimelised."
text631,"Ettevõtjate hinnangul vajavad koolilõpetajate puhul arendamist jooniste lugemise, ruumilise mõtlemise ja montaažioskused."
text632,"Ettevõtjate hinnangul vajavad ka siin koolilõpetajate puhul arendamist jooniste lugemise, ruumilise mõtlemise ja montaažioskused."
text633,"Ettevõtjad otsivad töökogemusega spetsialiste, kes oleks kiiresti muutuvas tehnoloogilises keskkonnas õpi- ja kohanemisvõimelised."
text634,"Varasemast enam pannakse rõhku tööohutuse alaste nõuete tundmisele ja järgimisele, töö efektiivsusele ning tootmisprotsessi laiemale mõistmisele."
text635,"Ettevõtjad otsivad töökogemusega spetsialiste, kes oleks kiiresti muutuvas tehnoloogilises keskkonnas õpi- ja kohanemisvõimelised."
text636,"Varasemast enam pannakse rõhku tööohutuse alaste nõuete tundmisele ja järgimisele, töö efektiivsusele ning tootmisprotsessi laiemale mõistmisele."
text637,"Ettevõtjad otsivad töökogemusega spetsialiste, kes oleks kiiresti muutuvas tehnoloogilises keskkonnas õpi- ja kohanemisvõimelised."
text638,"Olulisemaks muutub oskus töötada samaaegselt erinevate seadmetega, kuna IKT-lahenduste kasutuselevõtt võimaldab ühel inimesel töötada korraga mitmel tööpingil."
text639,"Ettevõtjad otsivad töökogemusega spetsialiste, kes oleks kiiresti muutuvas tehnoloogilises keskkonnas õpi- ja kohanemisvõimelised."
text640,"Seoses valdkonna kiire arenguga on pidev vajadus erialaseid oskusi täiendada, õppida juurde uusi tehnoloogiaid."
